ID:9942 SKID:BK0+464.5  timeStamp:2025-03-28 08:08:24:557
ID:9942 SKID:BK0+520  timeStamp:2025-03-28 08:08:32:827
ID:9942 SKID:BK0+521  timeStamp:2025-03-28 08:08:32:998
ID:9942 SKID:BK0+522.5  timeStamp:2025-03-28 08:08:33:167
ID:9942 SKID:BK0+524  timeStamp:2025-03-28 08:08:33:341
ID:9942 SKID:BK0+525  timeStamp:2025-03-28 08:08:33:505
ID:9942 SKID:BK0+526.5  timeStamp:2025-03-28 08:08:33:693
ID:9942 SKID:BK0+527.5  timeStamp:2025-03-28 08:08:33:875
ID:9942 SKID:BK0+529  timeStamp:2025-03-28 08:08:34:54
ID:9942 SKID:BK0+530  timeStamp:2025-03-28 08:08:34:251
ID:9942 SKID:BK0+531  timeStamp:2025-03-28 08:08:34:431
ID:9942 SKID:BK0+532.5  timeStamp:2025-03-28 08:08:34:942
ID:9942 SKID:BK0+534  timeStamp:2025-03-28 08:08:35:200
ID:9942 SKID:BK0+535  timeStamp:2025-03-28 08:08:35:376
ID:9942 SKID:BK0+536.5  timeStamp:2025-03-28 08:08:35:551
ID:9942 SKID:BK0+538  timeStamp:2025-03-28 08:08:35:725
ID:9942 SKID:BK0+539  timeStamp:2025-03-28 08:08:35:909
ID:9942 SKID:BK0+540  timeStamp:2025-03-28 08:08:36:102
ID:9942 SKID:BK0+541.5  timeStamp:2025-03-28 08:08:36:291
ID:9942 SKID:BK0+542.5  timeStamp:2025-03-28 08:08:36:473
ID:9942 SKID:BK0+544  timeStamp:2025-03-28 08:08:36:658
ID:9942 SKID:BK0+545.5  timeStamp:2025-03-28 08:08:36:843
ID:9942 SKID:BK0+546.5  timeStamp:2025-03-28 08:08:37:27
ID:9942 SKID:BK0+547.5  timeStamp:2025-03-28 08:08:37:206
ID:9942 SKID:BK0+549  timeStamp:2025-03-28 08:08:37:389
ID:9942 SKID:BK0+550.5  timeStamp:2025-03-28 08:08:37:578
ID:9942 SKID:BK0+551.5  timeStamp:2025-03-28 08:08:37:754
ID:9942 SKID:BK0+553  timeStamp:2025-03-28 08:08:37:940
ID:9942 SKID:BK0+554  timeStamp:2025-03-28 08:08:38:122
ID:9942 SKID:BK0+555  timeStamp:2025-03-28 08:08:38:299
ID:9942 SKID:BK0+556.5  timeStamp:2025-03-28 08:08:38:473
ID:9942 SKID:BK0+557.5  timeStamp:2025-03-28 08:08:38:649
ID:9942 SKID:BK0+559  timeStamp:2025-03-28 08:08:38:829
ID:9942 SKID:BK0+560  timeStamp:2025-03-28 08:08:39:12
ID:9942 SKID:BK0+561.5  timeStamp:2025-03-28 08:08:39:199
ID:9942 SKID:BK0+563  timeStamp:2025-03-28 08:08:39:380
ID:9942 SKID:BK0+564  timeStamp:2025-03-28 08:08:39:559
ID:9942 SKID:BK0+565  timeStamp:2025-03-28 08:08:39:743
ID:9942 SKID:BK0+566.5  timeStamp:2025-03-28 08:08:39:926
ID:9942 SKID:BK0+568  timeStamp:2025-03-28 08:08:40:115
ID:9942 SKID:BK0+569  timeStamp:2025-03-28 08:08:40:296
ID:9942 SKID:BK0+570.5  timeStamp:2025-03-28 08:08:40:475
ID:9942 SKID:BK0+571.5  timeStamp:2025-03-28 08:08:40:647
ID:9942 SKID:BK0+573  timeStamp:2025-03-28 08:08:40:822
ID:9942 SKID:BK0+574  timeStamp:2025-03-28 08:08:40:997
ID:9942 SKID:BK0+575.5  timeStamp:2025-03-28 08:08:41:177
ID:9942 SKID:BK0+576.5  timeStamp:2025-03-28 08:08:41:376
ID:9942 SKID:BK0+578  timeStamp:2025-03-28 08:08:41:552
ID:9942 SKID:BK0+579  timeStamp:2025-03-28 08:08:41:716
ID:9942 SKID:BK0+580.5  timeStamp:2025-03-28 08:08:41:876
ID:9942 SKID:BK0+582  timeStamp:2025-03-28 08:08:42:47
ID:9942 SKID:BK0+583  timeStamp:2025-03-28 08:08:42:221
ID:9942 SKID:BK0+584.5  timeStamp:2025-03-28 08:08:42:381
ID:9942 SKID:BK0+585.5  timeStamp:2025-03-28 08:08:42:542
ID:9942 SKID:BK0+586.5  timeStamp:2025-03-28 08:08:42:702
ID:9942 SKID:BK0+588  timeStamp:2025-03-28 08:08:43:161
ID:9942 SKID:BK0+589  timeStamp:2025-03-28 08:08:43:396
ID:9942 SKID:BK0+590.5  timeStamp:2025-03-28 08:08:43:565
ID:9942 SKID:BK0+592  timeStamp:2025-03-28 08:08:43:732
ID:9942 SKID:BK0+593.5  timeStamp:2025-03-28 08:08:43:902
ID:9942 SKID:BK0+594.5  timeStamp:2025-03-28 08:08:44:80
ID:9942 SKID:BK0+595.5  timeStamp:2025-03-28 08:08:44:251
ID:9942 SKID:BK0+596  timeStamp:2025-03-28 08:08:44:423
ID:9942 SKID:BK0+597.5  timeStamp:2025-03-28 08:08:44:596
ID:9942 SKID:BK0+599  timeStamp:2025-03-28 08:08:44:768
ID:9942 SKID:BK0+600  timeStamp:2025-03-28 08:08:44:943
ID:9942 SKID:BK0+601.5  timeStamp:2025-03-28 08:08:45:121
ID:9942 SKID:BK0+602.5  timeStamp:2025-03-28 08:08:45:299
ID:9942 SKID:BK0+603.5  timeStamp:2025-03-28 08:08:45:472
ID:9942 SKID:BK0+605  timeStamp:2025-03-28 08:08:45:649
ID:9942 SKID:BK0+606  timeStamp:2025-03-28 08:08:45:819
ID:9942 SKID:BK0+607.5  timeStamp:2025-03-28 08:08:45:989
ID:9942 SKID:BK0+609  timeStamp:2025-03-28 08:08:46:163
ID:9942 SKID:BK0+610  timeStamp:2025-03-28 08:08:46:338
ID:9942 SKID:BK0+611  timeStamp:2025-03-28 08:08:46:511
ID:9942 SKID:BK0+612.5  timeStamp:2025-03-28 08:08:46:688
ID:9942 SKID:BK0+613.5  timeStamp:2025-03-28 08:08:46:870
ID:9942 SKID:BK0+615  timeStamp:2025-03-28 08:08:47:40
ID:9942 SKID:BK0+616  timeStamp:2025-03-28 08:08:47:213
ID:9942 SKID:BK0+617.5  timeStamp:2025-03-28 08:08:47:395
ID:9942 SKID:BK0+618.5  timeStamp:2025-03-28 08:08:47:562
ID:9942 SKID:BK0+620  timeStamp:2025-03-28 08:08:47:734
ID:9942 SKID:BK0+621  timeStamp:2025-03-28 08:08:47:902
ID:9942 SKID:BK0+622  timeStamp:2025-03-28 08:08:48:87
ID:9942 SKID:BK0+623.5  timeStamp:2025-03-28 08:08:48:274
ID:9942 SKID:BK0+624.5  timeStamp:2025-03-28 08:08:48:464
ID:9942 SKID:BK0+625.5  timeStamp:2025-03-28 08:08:48:646
ID:9942 SKID:BK0+627.5  timeStamp:2025-03-28 08:08:48:838
ID:9942 SKID:BK0+628.5  timeStamp:2025-03-28 08:08:49:06
ID:9942 SKID:BK0+629.5  timeStamp:2025-03-28 08:08:49:176
ID:9942 SKID:BK0+630.5  timeStamp:2025-03-28 08:08:49:356
ID:9942 SKID:BK0+632  timeStamp:2025-03-28 08:08:49:521
ID:9942 SKID:BK0+633.5  timeStamp:2025-03-28 08:08:49:697
ID:9942 SKID:BK0+635  timeStamp:2025-03-28 08:08:49:867
ID:9942 SKID:DK0+55  timeStamp:2025-03-28 08:08:50:47
ID:9942 SKID:DK0+56  timeStamp:2025-03-28 08:08:50:217
ID:9942 SKID:DK0+57.5  timeStamp:2025-03-28 08:08:50:393
ID:9942 SKID:DK0+58.5  timeStamp:2025-03-28 08:08:50:575
ID:9942 SKID:DK0+60  timeStamp:2025-03-28 08:08:50:746
ID:9942 SKID:DK0+61.5  timeStamp:2025-03-28 08:08:51:201
ID:9942 SKID:DK0+62.5  timeStamp:2025-03-28 08:08:51:447
ID:9942 SKID:DK0+64  timeStamp:2025-03-28 08:08:51:618
ID:9942 SKID:DK0+65  timeStamp:2025-03-28 08:08:51:786
ID:9942 SKID:DK0+66  timeStamp:2025-03-28 08:08:51:952
ID:9942 SKID:DK0+67.5  timeStamp:2025-03-28 08:08:52:123
ID:9942 SKID:DK0+68.5  timeStamp:2025-03-28 08:08:52:290
ID:9942 SKID:DK0+70  timeStamp:2025-03-28 08:08:52:462
ID:9942 SKID:DK0+71.5  timeStamp:2025-03-28 08:08:52:639
ID:9942 SKID:DK0+72.5  timeStamp:2025-03-28 08:08:52:820
ID:9942 SKID:DK0+73.5  timeStamp:2025-03-28 08:08:53:01
ID:9942 SKID:DK0+75  timeStamp:2025-03-28 08:08:53:190
ID:9942 SKID:DK0+76  timeStamp:2025-03-28 08:08:53:372
ID:9942 SKID:DK0+77.5  timeStamp:2025-03-28 08:08:53:550
ID:9942 SKID:DK0+79  timeStamp:2025-03-28 08:08:53:736
ID:9942 SKID:DK0+80  timeStamp:2025-03-28 08:08:53:928
ID:9942 SKID:DK0+81  timeStamp:2025-03-28 08:08:54:113
ID:9942 SKID:DK0+82.5  timeStamp:2025-03-28 08:08:54:293
ID:9942 SKID:DK0+83.5  timeStamp:2025-03-28 08:08:54:482
ID:9942 SKID:DK0+85  timeStamp:2025-03-28 08:08:54:667
ID:9942 SKID:DK0+86.5  timeStamp:2025-03-28 08:08:54:854
ID:9942 SKID:DK0+87.5  timeStamp:2025-03-28 08:08:55:38
ID:9942 SKID:DK0+89  timeStamp:2025-03-28 08:08:55:219
ID:9942 SKID:DK0+90  timeStamp:2025-03-28 08:08:55:410
ID:9942 SKID:DK0+91.5  timeStamp:2025-03-28 08:08:55:591
ID:9942 SKID:DK0+92.5  timeStamp:2025-03-28 08:08:55:775
ID:9942 SKID:DK0+93.5  timeStamp:2025-03-28 08:08:55:959
ID:9942 SKID:DK0+95  timeStamp:2025-03-28 08:08:56:142
ID:9942 SKID:DK0+96.5  timeStamp:2025-03-28 08:08:56:321
ID:9942 SKID:DK0+97.5  timeStamp:2025-03-28 08:08:56:514
ID:9942 SKID:DK0+99  timeStamp:2025-03-28 08:08:56:696
ID:9942 SKID:DK0+100  timeStamp:2025-03-28 08:08:56:875
ID:9942 SKID:DK0+101.5  timeStamp:2025-03-28 08:08:57:77
ID:9942 SKID:DK0+102.5  timeStamp:2025-03-28 08:08:57:262
ID:9942 SKID:DK0+103.5  timeStamp:2025-03-28 08:08:57:447
ID:9942 SKID:DK0+105  timeStamp:2025-03-28 08:08:57:637
ID:9942 SKID:DK0+106.5  timeStamp:2025-03-28 08:08:57:820
ID:9942 SKID:DK0+107.5  timeStamp:2025-03-28 08:08:57:999
ID:9942 SKID:DK0+109  timeStamp:2025-03-28 08:08:58:178
ID:9942 SKID:DK0+110  timeStamp:2025-03-28 08:08:58:357
ID:9942 SKID:DK0+111.5  timeStamp:2025-03-28 08:08:58:540
ID:9942 SKID:DK0+112.5  timeStamp:2025-03-28 08:08:58:723
ID:9942 SKID:DK0+114  timeStamp:2025-03-28 08:08:58:898
ID:9942 SKID:DK0+115  timeStamp:2025-03-28 08:08:59:359
ID:9942 SKID:DK0+116.5  timeStamp:2025-03-28 08:08:59:624
ID:9942 SKID:DK0+117.5  timeStamp:2025-03-28 08:08:59:804
ID:9942 SKID:DK0+119  timeStamp:2025-03-28 08:08:59:989
ID:9942 SKID:DK0+120  timeStamp:2025-03-28 08:09:00:168
ID:9942 SKID:DK0+121  timeStamp:2025-03-28 08:09:00:345
ID:9942 SKID:DK0+122.5  timeStamp:2025-03-28 08:09:00:528
ID:9942 SKID:DK0+124  timeStamp:2025-03-28 08:09:00:700
ID:9942 SKID:DK0+125.5  timeStamp:2025-03-28 08:09:00:876
ID:9942 SKID:DK0+126.5  timeStamp:2025-03-28 08:09:01:50
ID:9942 SKID:DK0+128  timeStamp:2025-03-28 08:09:01:226
ID:9942 SKID:DK0+129  timeStamp:2025-03-28 08:09:01:410
ID:9942 SKID:DK0+130  timeStamp:2025-03-28 08:09:01:587
ID:9942 SKID:DK0+131.5  timeStamp:2025-03-28 08:09:01:764
ID:9942 SKID:DK0+133  timeStamp:2025-03-28 08:09:01:967
ID:9942 SKID:DK0+134  timeStamp:2025-03-28 08:09:02:144
ID:9942 SKID:DK0+135  timeStamp:2025-03-28 08:09:02:330
ID:9942 SKID:DK0+136.5  timeStamp:2025-03-28 08:09:02:506
ID:9942 SKID:DK0+138  timeStamp:2025-03-28 08:09:02:693
ID:9942 SKID:DK0+139  timeStamp:2025-03-28 08:09:02:872
ID:9942 SKID:DK0+140.5  timeStamp:2025-03-28 08:09:03:57
ID:9942 SKID:DK0+141.5  timeStamp:2025-03-28 08:09:03:240
ID:9942 SKID:DK0+143  timeStamp:2025-03-28 08:09:03:417
ID:9942 SKID:DK0+144  timeStamp:2025-03-28 08:09:03:599
ID:9942 SKID:DK0+145  timeStamp:2025-03-28 08:09:03:776
ID:9942 SKID:DK0+146.5  timeStamp:2025-03-28 08:09:03:963
ID:9942 SKID:DK0+147.5  timeStamp:2025-03-28 08:09:04:145
ID:9942 SKID:DK0+149  timeStamp:2025-03-28 08:09:04:327
ID:9942 SKID:DK0+150.5  timeStamp:2025-03-28 08:09:04:511
ID:9942 SKID:DK0+151.5  timeStamp:2025-03-28 08:09:04:695
ID:9942 SKID:DK0+153  timeStamp:2025-03-28 08:09:04:891
ID:9942 SKID:DK0+154  timeStamp:2025-03-28 08:09:05:73
ID:9942 SKID:DK0+155  timeStamp:2025-03-28 08:09:05:249
ID:9942 SKID:DK0+156.5  timeStamp:2025-03-28 08:09:05:430
ID:9942 SKID:DK0+157.5  timeStamp:2025-03-28 08:09:05:618
ID:9942 SKID:DK0+159.5  timeStamp:2025-03-28 08:09:05:802
ID:9942 SKID:DK0+162  timeStamp:2025-03-28 08:09:06:163
ID:9942 SKID:DK0+160.5  timeStamp:2025-03-28 08:09:05:989
ID:9942 SKID:DK0+163  timeStamp:2025-03-28 08:09:06:331
ID:9942 SKID:DK0+164  timeStamp:2025-03-28 08:09:06:499
ID:9942 SKID:DK0+165.5  timeStamp:2025-03-28 08:09:06:672
ID:9942 SKID:DK0+166.5  timeStamp:2025-03-28 08:09:06:850
ID:9942 SKID:DK0+167.5  timeStamp:2025-03-28 08:09:07:31
ID:9942 SKID:DK0+169  timeStamp:2025-03-28 08:09:07:205
ID:9942 SKID:DK0+170.5  timeStamp:2025-03-28 08:09:07:679
ID:9942 SKID:DK0+171.5  timeStamp:2025-03-28 08:09:07:916
ID:9942 SKID:DK0+173  timeStamp:2025-03-28 08:09:08:86
ID:9942 SKID:DK0+174  timeStamp:2025-03-28 08:09:08:254
ID:9942 SKID:DK0+175.5  timeStamp:2025-03-28 08:09:08:421
ID:9942 SKID:DK0+176.5  timeStamp:2025-03-28 08:09:08:591
ID:9942 SKID:DK0+177.5  timeStamp:2025-03-28 08:09:08:764
ID:9942 SKID:DK0+179  timeStamp:2025-03-28 08:09:08:938
ID:9942 SKID:DK0+180  timeStamp:2025-03-28 08:09:09:107
ID:9942 SKID:DK0+181.5  timeStamp:2025-03-28 08:09:09:294
ID:9942 SKID:DK0+182.5  timeStamp:2025-03-28 08:09:09:468
ID:9942 SKID:DK0+184  timeStamp:2025-03-28 08:09:09:637
ID:9942 SKID:DK0+185  timeStamp:2025-03-28 08:09:09:814
ID:9942 SKID:DK0+186.5  timeStamp:2025-03-28 08:09:09:986
ID:9942 SKID:DK0+187.5  timeStamp:2025-03-28 08:09:10:155
ID:9942 SKID:DK0+189  timeStamp:2025-03-28 08:09:10:324
ID:9942 SKID:DK0+190  timeStamp:2025-03-28 08:09:10:502
ID:9942 SKID:DK0+191.5  timeStamp:2025-03-28 08:09:10:675
ID:9942 SKID:DK0+192.5  timeStamp:2025-03-28 08:09:10:852
ID:9942 SKID:DK0+194  timeStamp:2025-03-28 08:09:11:34
ID:9942 SKID:DK0+195  timeStamp:2025-03-28 08:09:11:206
ID:9942 SKID:DK0+196.5  timeStamp:2025-03-28 08:09:11:374
ID:9942 SKID:DK0+197.5  timeStamp:2025-03-28 08:09:11:545
ID:9942 SKID:DK0+199  timeStamp:2025-03-28 08:09:11:712
ID:9942 SKID:DK0+200  timeStamp:2025-03-28 08:09:11:883
ID:9942 SKID:DK0+201.5  timeStamp:2025-03-28 08:09:12:51
ID:9942 SKID:DK0+203  timeStamp:2025-03-28 08:09:12:222
ID:9942 SKID:DK0+204  timeStamp:2025-03-28 08:09:12:392
ID:9942 SKID:DK0+205  timeStamp:2025-03-28 08:09:12:561
ID:9942 SKID:DK0+206.5  timeStamp:2025-03-28 08:09:12:728
ID:9942 SKID:DK0+208  timeStamp:2025-03-28 08:09:12:894
ID:9942 SKID:DK0+209  timeStamp:2025-03-28 08:09:13:61
ID:9942 SKID:DK0+210.5  timeStamp:2025-03-28 08:09:13:226
ID:9942 SKID:DK0+211.5  timeStamp:2025-03-28 08:09:13:398
ID:9942 SKID:DK0+212.5  timeStamp:2025-03-28 08:09:13:561
ID:9942 SKID:DK0+214  timeStamp:2025-03-28 08:09:13:721
ID:9942 SKID:DK0+215  timeStamp:2025-03-28 08:09:13:886
ID:9942 SKID:DK0+216.5  timeStamp:2025-03-28 08:09:14:51
ID:9942 SKID:DK0+218  timeStamp:2025-03-28 08:09:14:218
ID:9942 SKID:DK0+219  timeStamp:2025-03-28 08:09:14:378
ID:9942 SKID:DK0+220.5  timeStamp:2025-03-28 08:09:14:537
ID:9942 SKID:DK0+221.5  timeStamp:2025-03-28 08:09:14:693
ID:9942 SKID:DK0+222.5  timeStamp:2025-03-28 08:09:14:857
ID:9942 SKID:DK0+224  timeStamp:2025-03-28 08:09:15:16
ID:9942 SKID:DK0+225.5  timeStamp:2025-03-28 08:09:15:459
ID:9942 SKID:DK0+226.5  timeStamp:2025-03-28 08:09:15:691
ID:9942 SKID:DK0+228  timeStamp:2025-03-28 08:09:15:864
ID:9942 SKID:DK0+229  timeStamp:2025-03-28 08:09:16:31
ID:9942 SKID:DK0+230.5  timeStamp:2025-03-28 08:09:16:195
ID:9942 SKID:DK0+231.5  timeStamp:2025-03-28 08:09:16:358
ID:9942 SKID:DK0+232.5  timeStamp:2025-03-28 08:09:16:519
ID:9942 SKID:DK0+234  timeStamp:2025-03-28 08:09:16:689
ID:9942 SKID:DK0+235.5  timeStamp:2025-03-28 08:09:16:871
ID:9942 SKID:DK0+236.5  timeStamp:2025-03-28 08:09:17:34
ID:9942 SKID:DK0+238  timeStamp:2025-03-28 08:09:17:192
ID:9942 SKID:DK0+239  timeStamp:2025-03-28 08:09:17:351
ID:9942 SKID:DK0+240.5  timeStamp:2025-03-28 08:09:17:509
ID:9942 SKID:DK0+241.5  timeStamp:2025-03-28 08:09:17:668
ID:9942 SKID:DK0+243  timeStamp:2025-03-28 08:09:17:842
ID:9942 SKID:DK0+244  timeStamp:2025-03-28 08:09:18:08
ID:9942 SKID:DK0+245.5  timeStamp:2025-03-28 08:09:18:169
ID:9942 SKID:DK0+246.5  timeStamp:2025-03-28 08:09:18:335
ID:9942 SKID:DK0+248  timeStamp:2025-03-28 08:09:18:491
ID:9942 SKID:DK0+249  timeStamp:2025-03-28 08:09:18:653
ID:9942 SKID:DK0+250.5  timeStamp:2025-03-28 08:09:18:819
ID:9942 SKID:DK0+251.5  timeStamp:2025-03-28 08:09:18:991
ID:9942 SKID:DK0+253  timeStamp:2025-03-28 08:09:19:151
ID:9942 SKID:DK0+254  timeStamp:2025-03-28 08:09:19:323
ID:9942 SKID:DK0+255.5  timeStamp:2025-03-28 08:09:19:484
ID:9942 SKID:DK0+256.5  timeStamp:2025-03-28 08:09:19:646
ID:9942 SKID:DK0+258  timeStamp:2025-03-28 08:09:19:805
ID:9942 SKID:DK0+259  timeStamp:2025-03-28 08:09:19:970
ID:9942 SKID:DK0+260.5  timeStamp:2025-03-28 08:09:20:130
ID:9942 SKID:DK0+261.5  timeStamp:2025-03-28 08:09:20:290
ID:9942 SKID:DK0+263  timeStamp:2025-03-28 08:09:20:449
ID:9942 SKID:DK0+264  timeStamp:2025-03-28 08:09:20:602
ID:9942 SKID:DK0+265.5  timeStamp:2025-03-28 08:09:20:751
ID:9942 SKID:DK0+266.5  timeStamp:2025-03-28 08:09:20:905
ID:9942 SKID:DK0+268  timeStamp:2025-03-28 08:09:21:61
ID:9942 SKID:DK0+269  timeStamp:2025-03-28 08:09:21:216
ID:9942 SKID:DK0+270.5  timeStamp:2025-03-28 08:09:21:367
ID:9942 SKID:DK0+271.5  timeStamp:2025-03-28 08:09:21:519
ID:9942 SKID:DK0+273  timeStamp:2025-03-28 08:09:21:670
ID:9942 SKID:DK0+274  timeStamp:2025-03-28 08:09:21:816
ID:9942 SKID:DK0+275.5  timeStamp:2025-03-28 08:09:21:972
ID:9942 SKID:DK0+277  timeStamp:2025-03-28 08:09:22:120
ID:9942 SKID:DK0+278  timeStamp:2025-03-28 08:09:22:273
ID:9942 SKID:DK0+279  timeStamp:2025-03-28 08:09:22:434
ID:9942 SKID:DK0+280.5  timeStamp:2025-03-28 08:09:22:588
ID:9942 SKID:DK0+282  timeStamp:2025-03-28 08:09:22:990
ID:9942 SKID:DK0+283  timeStamp:2025-03-28 08:09:23:238
ID:9942 SKID:DK0+284.5  timeStamp:2025-03-28 08:09:23:398
ID:9942 SKID:DK0+285.5  timeStamp:2025-03-28 08:09:23:556
ID:9942 SKID:DK0+287  timeStamp:2025-03-28 08:09:23:716
ID:9942 SKID:DK0+288  timeStamp:2025-03-28 08:09:23:875
ID:9942 SKID:DK0+289  timeStamp:2025-03-28 08:09:24:39
ID:9942 SKID:DK0+290.5  timeStamp:2025-03-28 08:09:24:197
ID:9942 SKID:DK0+292  timeStamp:2025-03-28 08:09:24:352
ID:9942 SKID:DK0+293  timeStamp:2025-03-28 08:09:24:509
ID:9942 SKID:DK0+294.5  timeStamp:2025-03-28 08:09:24:677
ID:9942 SKID:DK0+295.5  timeStamp:2025-03-28 08:09:24:832
ID:9942 SKID:DK0+296.5  timeStamp:2025-03-28 08:09:24:995
ID:9942 SKID:DK0+298  timeStamp:2025-03-28 08:09:25:150
ID:9942 SKID:DK0+299  timeStamp:2025-03-28 08:09:25:307
ID:9942 SKID:DK0+300.5  timeStamp:2025-03-28 08:09:25:468
ID:9942 SKID:DK0+301.5  timeStamp:2025-03-28 08:09:25:626
ID:9942 SKID:DK0+303  timeStamp:2025-03-28 08:09:25:779
ID:9942 SKID:DK0+304.5  timeStamp:2025-03-28 08:09:25:935
ID:9942 SKID:DK0+305.5  timeStamp:2025-03-28 08:09:26:93
ID:9942 SKID:DK0+307  timeStamp:2025-03-28 08:09:26:252
ID:9942 SKID:DK0+308  timeStamp:2025-03-28 08:09:26:407
ID:9942 SKID:DK0+309.5  timeStamp:2025-03-28 08:09:26:570
ID:9942 SKID:DK0+310.5  timeStamp:2025-03-28 08:09:26:735
ID:9942 SKID:DK0+311.5  timeStamp:2025-03-28 08:09:26:900
ID:9942 SKID:DK0+313  timeStamp:2025-03-28 08:09:27:60
ID:9942 SKID:DK0+314.5  timeStamp:2025-03-28 08:09:27:239
ID:9942 SKID:DK0+315.5  timeStamp:2025-03-28 08:09:27:416
ID:9942 SKID:DK0+317  timeStamp:2025-03-28 08:09:27:599
ID:9942 SKID:DK0+318  timeStamp:2025-03-28 08:09:27:783
ID:9942 SKID:DK0+319  timeStamp:2025-03-28 08:09:27:961
ID:9942 SKID:DK0+320.5  timeStamp:2025-03-28 08:09:28:145
ID:9942 SKID:DK0+322  timeStamp:2025-03-28 08:09:28:353
ID:9942 SKID:DK0+323.5  timeStamp:2025-03-28 08:09:28:556
ID:9942 SKID:DK0+324.5  timeStamp:2025-03-28 08:09:28:739
ID:9942 SKID:DK0+325.5  timeStamp:2025-03-28 08:09:28:918
ID:9942 SKID:DK0+327  timeStamp:2025-03-28 08:09:29:96
ID:9942 SKID:DK0+328  timeStamp:2025-03-28 08:09:29:270
ID:9942 SKID:DK0+329.5  timeStamp:2025-03-28 08:09:29:444
ID:9942 SKID:DK0+330.5  timeStamp:2025-03-28 08:09:29:617
ID:9942 SKID:DK0+332  timeStamp:2025-03-28 08:09:29:792
ID:9942 SKID:DK0+333  timeStamp:2025-03-28 08:09:29:974
ID:9942 SKID:DK0+334.5  timeStamp:2025-03-28 08:09:30:176
ID:9942 SKID:DK0+335.5  timeStamp:2025-03-28 08:09:30:354
ID:9942 SKID:DK0+337  timeStamp:2025-03-28 08:09:30:788
ID:9942 SKID:DK0+338  timeStamp:2025-03-28 08:09:31:39
ID:9942 SKID:DK0+339.5  timeStamp:2025-03-28 08:09:31:218
ID:9942 SKID:DK0+340.5  timeStamp:2025-03-28 08:09:31:402
ID:9942 SKID:DK0+342  timeStamp:2025-03-28 08:09:31:577
