ID:9867 SKID:K1125+332  timeStamp:2025-03-28 08:08:24:557
ID:9867 SKID:K1125+385  timeStamp:2025-03-28 08:08:29:998
ID:9867 SKID:K1125+386.5  timeStamp:2025-03-28 08:08:30:181
ID:9867 SKID:K1125+388.5  timeStamp:2025-03-28 08:08:30:363
ID:9867 SKID:K1125+390.5  timeStamp:2025-03-28 08:08:30:545
ID:9867 SKID:K1125+392  timeStamp:2025-03-28 08:08:30:730
ID:9867 SKID:K1125+394.5  timeStamp:2025-03-28 08:08:30:905
ID:9867 SKID:K1125+396  timeStamp:2025-03-28 08:08:31:77
ID:9867 SKID:K1125+398  timeStamp:2025-03-28 08:08:31:258
ID:9867 SKID:K1125+400  timeStamp:2025-03-28 08:08:31:431
ID:9867 SKID:K1125+402  timeStamp:2025-03-28 08:08:31:608
ID:9867 SKID:K1125+403.5  timeStamp:2025-03-28 08:08:31:787
ID:9867 SKID:K1125+405.5  timeStamp:2025-03-28 08:08:31:973
ID:9867 SKID:K1125+407.5  timeStamp:2025-03-28 08:08:32:164
ID:9867 SKID:K1125+409  timeStamp:2025-03-28 08:08:32:330
ID:9867 SKID:K1125+411  timeStamp:2025-03-28 08:08:32:494
ID:9867 SKID:K1125+413  timeStamp:2025-03-28 08:08:32:660
ID:9867 SKID:K1125+415  timeStamp:2025-03-28 08:08:32:827
ID:9867 SKID:K1125+416.5  timeStamp:2025-03-28 08:08:32:998
ID:9867 SKID:K1125+419  timeStamp:2025-03-28 08:08:33:167
ID:9867 SKID:K1125+420.5  timeStamp:2025-03-28 08:08:33:341
ID:9867 SKID:K1125+422.5  timeStamp:2025-03-28 08:08:33:505
ID:9867 SKID:K1125+424.5  timeStamp:2025-03-28 08:08:33:693
ID:9867 SKID:K1125+426.5  timeStamp:2025-03-28 08:08:33:875
ID:9867 SKID:K1125+428  timeStamp:2025-03-28 08:08:34:54
ID:9867 SKID:K1125+430  timeStamp:2025-03-28 08:08:34:251
ID:9867 SKID:K1125+431.5  timeStamp:2025-03-28 08:08:34:431
ID:9867 SKID:K1125+433.5  timeStamp:2025-03-28 08:08:34:942
ID:9867 SKID:K1125+435.5  timeStamp:2025-03-28 08:08:35:200
ID:9867 SKID:K1125+437.5  timeStamp:2025-03-28 08:08:35:376
ID:9867 SKID:K1125+439.5  timeStamp:2025-03-28 08:08:35:551
ID:9867 SKID:K1125+441  timeStamp:2025-03-28 08:08:35:725
ID:9867 SKID:K1125+443  timeStamp:2025-03-28 08:08:35:909
ID:9867 SKID:K1125+445  timeStamp:2025-03-28 08:08:36:102
ID:9867 SKID:K1125+446.5  timeStamp:2025-03-28 08:08:36:291
ID:9867 SKID:K1125+448.5  timeStamp:2025-03-28 08:08:36:473
ID:9867 SKID:K1125+450.5  timeStamp:2025-03-28 08:08:36:658
ID:9867 SKID:K1125+452.5  timeStamp:2025-03-28 08:08:36:843
ID:9867 SKID:K1125+454.5  timeStamp:2025-03-28 08:08:37:27
ID:9867 SKID:K1125+456  timeStamp:2025-03-28 08:08:37:206
ID:9867 SKID:K1125+458  timeStamp:2025-03-28 08:08:37:389
ID:9867 SKID:K1125+460  timeStamp:2025-03-28 08:08:37:578
ID:9867 SKID:K1125+461.5  timeStamp:2025-03-28 08:08:37:754
ID:9867 SKID:K1125+463.5  timeStamp:2025-03-28 08:08:37:940
ID:9867 SKID:K1125+465.5  timeStamp:2025-03-28 08:08:38:122
ID:9867 SKID:K1125+467.5  timeStamp:2025-03-28 08:08:38:299
ID:9867 SKID:K1125+469  timeStamp:2025-03-28 08:08:38:473
ID:9867 SKID:K1125+471  timeStamp:2025-03-28 08:08:38:649
ID:9867 SKID:K1125+473  timeStamp:2025-03-28 08:08:38:829
ID:9867 SKID:K1125+475  timeStamp:2025-03-28 08:08:39:12
ID:9867 SKID:K1125+476.5  timeStamp:2025-03-28 08:08:39:199
ID:9867 SKID:K1125+478.5  timeStamp:2025-03-28 08:08:39:380
ID:9867 SKID:K1125+480.5  timeStamp:2025-03-28 08:08:39:559
ID:9867 SKID:K1125+482.5  timeStamp:2025-03-28 08:08:39:743
ID:9867 SKID:K1125+484.5  timeStamp:2025-03-28 08:08:39:926
ID:9867 SKID:K1125+486.5  timeStamp:2025-03-28 08:08:40:115
ID:9867 SKID:K1125+488  timeStamp:2025-03-28 08:08:40:296
ID:9867 SKID:K1125+490  timeStamp:2025-03-28 08:08:40:475
ID:9867 SKID:K1125+492  timeStamp:2025-03-28 08:08:40:647
ID:9867 SKID:K1125+494  timeStamp:2025-03-28 08:08:40:822
ID:9867 SKID:K1125+495.5  timeStamp:2025-03-28 08:08:40:997
ID:9867 SKID:K1125+497.5  timeStamp:2025-03-28 08:08:41:177
ID:9867 SKID:K1125+499.5  timeStamp:2025-03-28 08:08:41:376
ID:9867 SKID:K1125+501.5  timeStamp:2025-03-28 08:08:41:552
ID:9867 SKID:K1125+503  timeStamp:2025-03-28 08:08:41:716
ID:9867 SKID:K1125+505  timeStamp:2025-03-28 08:08:41:876
ID:9867 SKID:K1125+507  timeStamp:2025-03-28 08:08:42:47
ID:9867 SKID:K1125+509  timeStamp:2025-03-28 08:08:42:221
ID:9867 SKID:K1125+510.5  timeStamp:2025-03-28 08:08:42:381
ID:9867 SKID:K1125+512.5  timeStamp:2025-03-28 08:08:42:542
ID:9867 SKID:K1125+514  timeStamp:2025-03-28 08:08:42:702
ID:9867 SKID:K1125+515  timeStamp:2025-03-28 08:08:43:161
ID:9867 SKID:K1125+516  timeStamp:2025-03-28 08:08:43:396
ID:9867 SKID:K1125+517.5  timeStamp:2025-03-28 08:08:43:565
ID:9867 SKID:K1125+518.5  timeStamp:2025-03-28 08:08:43:732
ID:9867 SKID:K1125+519.5  timeStamp:2025-03-28 08:08:43:902
ID:9867 SKID:K1125+521  timeStamp:2025-03-28 08:08:44:80
ID:9867 SKID:K1125+522  timeStamp:2025-03-28 08:08:44:251
ID:9867 SKID:K1125+523  timeStamp:2025-03-28 08:08:44:423
ID:9867 SKID:K1125+524  timeStamp:2025-03-28 08:08:44:596
ID:9867 SKID:K1125+525  timeStamp:2025-03-28 08:08:44:768
ID:9867 SKID:K1125+526.5  timeStamp:2025-03-28 08:08:44:943
ID:9867 SKID:K1125+527.5  timeStamp:2025-03-28 08:08:45:121
ID:9867 SKID:K1125+529  timeStamp:2025-03-28 08:08:45:299
ID:9867 SKID:K1125+530  timeStamp:2025-03-28 08:08:45:472
ID:9867 SKID:K1125+531  timeStamp:2025-03-28 08:08:45:649
ID:9867 SKID:K1125+532  timeStamp:2025-03-28 08:08:45:819
ID:9867 SKID:K1125+533  timeStamp:2025-03-28 08:08:45:989
ID:9867 SKID:K1125+534.5  timeStamp:2025-03-28 08:08:46:163
ID:9867 SKID:K1125+535.5  timeStamp:2025-03-28 08:08:46:338
ID:9867 SKID:K1125+536.5  timeStamp:2025-03-28 08:08:46:511
ID:9867 SKID:K1125+538  timeStamp:2025-03-28 08:08:46:688
ID:9867 SKID:K1125+539  timeStamp:2025-03-28 08:08:46:870
ID:9867 SKID:K1125+540  timeStamp:2025-03-28 08:08:47:40
ID:9867 SKID:K1125+541  timeStamp:2025-03-28 08:08:47:213
ID:9867 SKID:K1125+542.5  timeStamp:2025-03-28 08:08:47:395
ID:9867 SKID:K1125+543.5  timeStamp:2025-03-28 08:08:47:562
ID:9867 SKID:K1125+544.5  timeStamp:2025-03-28 08:08:47:734
ID:9867 SKID:K1125+545.5  timeStamp:2025-03-28 08:08:47:902
ID:9867 SKID:K1125+547  timeStamp:2025-03-28 08:08:48:87
ID:9867 SKID:K1125+548  timeStamp:2025-03-28 08:08:48:274
ID:9867 SKID:K1125+549  timeStamp:2025-03-28 08:08:48:464
ID:9867 SKID:K1125+550  timeStamp:2025-03-28 08:08:48:646
ID:9867 SKID:K1125+551.5  timeStamp:2025-03-28 08:08:48:838
ID:9867 SKID:K1125+552.5  timeStamp:2025-03-28 08:08:49:06
ID:9867 SKID:K1125+553.5  timeStamp:2025-03-28 08:08:49:176
ID:9867 SKID:K1125+555  timeStamp:2025-03-28 08:08:49:356
ID:9867 SKID:K1125+556  timeStamp:2025-03-28 08:08:49:521
ID:9867 SKID:K1125+557  timeStamp:2025-03-28 08:08:49:697
ID:9867 SKID:K1125+558  timeStamp:2025-03-28 08:08:49:867
ID:9867 SKID:K1125+559  timeStamp:2025-03-28 08:08:50:47
ID:9867 SKID:K1125+560.5  timeStamp:2025-03-28 08:08:50:217
ID:9867 SKID:K1125+561.5  timeStamp:2025-03-28 08:08:50:393
ID:9867 SKID:K1125+562.5  timeStamp:2025-03-28 08:08:50:575
ID:9867 SKID:K1125+564  timeStamp:2025-03-28 08:08:50:746
ID:9867 SKID:K1125+565  timeStamp:2025-03-28 08:08:51:201
ID:9867 SKID:K1125+566  timeStamp:2025-03-28 08:08:51:447
ID:9867 SKID:K1125+567.5  timeStamp:2025-03-28 08:08:51:618
ID:9867 SKID:K1125+568.5  timeStamp:2025-03-28 08:08:51:786
ID:9867 SKID:K1125+569.5  timeStamp:2025-03-28 08:08:51:952
ID:9867 SKID:K1125+570.5  timeStamp:2025-03-28 08:08:52:123
ID:9867 SKID:K1125+572  timeStamp:2025-03-28 08:08:52:290
ID:9867 SKID:K1125+573  timeStamp:2025-03-28 08:08:52:462
ID:9867 SKID:K1125+574  timeStamp:2025-03-28 08:08:52:639
ID:9867 SKID:K1125+575.5  timeStamp:2025-03-28 08:08:52:820
ID:9867 SKID:K1125+576.5  timeStamp:2025-03-28 08:08:53:01
ID:9867 SKID:K1125+577.5  timeStamp:2025-03-28 08:08:53:190
ID:9867 SKID:K1125+578.5  timeStamp:2025-03-28 08:08:53:372
ID:9867 SKID:K1125+579.5  timeStamp:2025-03-28 08:08:53:550
ID:9867 SKID:K1125+581  timeStamp:2025-03-28 08:08:53:736
ID:9867 SKID:K1125+582  timeStamp:2025-03-28 08:08:53:928
ID:9867 SKID:K1125+583  timeStamp:2025-03-28 08:08:54:113
ID:9867 SKID:K1125+584.5  timeStamp:2025-03-28 08:08:54:293
ID:9867 SKID:K1125+585.5  timeStamp:2025-03-28 08:08:54:482
ID:9867 SKID:K1125+586.5  timeStamp:2025-03-28 08:08:54:667
ID:9867 SKID:K1125+587.5  timeStamp:2025-03-28 08:08:54:854
ID:9867 SKID:K1125+589  timeStamp:2025-03-28 08:08:55:38
ID:9867 SKID:K1125+590  timeStamp:2025-03-28 08:08:55:219
ID:9867 SKID:K1125+591  timeStamp:2025-03-28 08:08:55:410
ID:9867 SKID:K1125+592.5  timeStamp:2025-03-28 08:08:55:591
ID:9867 SKID:K1125+593.5  timeStamp:2025-03-28 08:08:55:775
ID:9867 SKID:K1125+594.5  timeStamp:2025-03-28 08:08:55:959
ID:9867 SKID:K1125+595.5  timeStamp:2025-03-28 08:08:56:142
ID:9867 SKID:K1125+597  timeStamp:2025-03-28 08:08:56:321
ID:9867 SKID:K1125+598  timeStamp:2025-03-28 08:08:56:514
ID:9867 SKID:K1125+599  timeStamp:2025-03-28 08:08:56:696
ID:9867 SKID:K1125+600  timeStamp:2025-03-28 08:08:56:875
ID:9867 SKID:K1125+601.5  timeStamp:2025-03-28 08:08:57:77
ID:9867 SKID:K1125+602.5  timeStamp:2025-03-28 08:08:57:262
ID:9867 SKID:K1125+603.5  timeStamp:2025-03-28 08:08:57:447
ID:9867 SKID:K1125+604.5  timeStamp:2025-03-28 08:08:57:637
ID:9867 SKID:K1125+606  timeStamp:2025-03-28 08:08:57:820
ID:9867 SKID:K1125+607  timeStamp:2025-03-28 08:08:57:999
ID:9867 SKID:K1125+608  timeStamp:2025-03-28 08:08:58:178
ID:9867 SKID:K1125+609.5  timeStamp:2025-03-28 08:08:58:357
ID:9867 SKID:K1125+610.5  timeStamp:2025-03-28 08:08:58:540
ID:9867 SKID:K1125+611.5  timeStamp:2025-03-28 08:08:58:723
ID:9867 SKID:K1125+612.5  timeStamp:2025-03-28 08:08:58:898
ID:9867 SKID:K1125+614  timeStamp:2025-03-28 08:08:59:359
ID:9867 SKID:K1125+615  timeStamp:2025-03-28 08:08:59:624
ID:9867 SKID:K1125+616  timeStamp:2025-03-28 08:08:59:804
ID:9867 SKID:K1125+617  timeStamp:2025-03-28 08:08:59:989
ID:9867 SKID:K1125+618.5  timeStamp:2025-03-28 08:09:00:168
ID:9867 SKID:K1125+619.5  timeStamp:2025-03-28 08:09:00:345
ID:9867 SKID:K1125+620.5  timeStamp:2025-03-28 08:09:00:528
ID:9867 SKID:K1125+622  timeStamp:2025-03-28 08:09:00:700
ID:9867 SKID:K1125+623  timeStamp:2025-03-28 08:09:00:876
ID:9867 SKID:K1125+624  timeStamp:2025-03-28 08:09:01:50
ID:9867 SKID:K1125+625.5  timeStamp:2025-03-28 08:09:01:226
ID:9867 SKID:K1125+626.5  timeStamp:2025-03-28 08:09:01:410
ID:9867 SKID:K1125+627.5  timeStamp:2025-03-28 08:09:01:587
ID:9867 SKID:K1125+628.5  timeStamp:2025-03-28 08:09:01:764
ID:9867 SKID:K1125+630  timeStamp:2025-03-28 08:09:01:967
ID:9867 SKID:K1125+631  timeStamp:2025-03-28 08:09:02:144
ID:9867 SKID:K1125+632  timeStamp:2025-03-28 08:09:02:330
ID:9867 SKID:K1125+633  timeStamp:2025-03-28 08:09:02:506
ID:9867 SKID:K1125+634.5  timeStamp:2025-03-28 08:09:02:693
ID:9867 SKID:K1125+635.5  timeStamp:2025-03-28 08:09:02:872
ID:9867 SKID:K1125+637  timeStamp:2025-03-28 08:09:03:57
ID:9867 SKID:K1125+638  timeStamp:2025-03-28 08:09:03:240
ID:9867 SKID:K1125+639  timeStamp:2025-03-28 08:09:03:417
ID:9867 SKID:K1125+640  timeStamp:2025-03-28 08:09:03:599
ID:9867 SKID:K1125+641  timeStamp:2025-03-28 08:09:03:776
ID:9867 SKID:K1125+642.5  timeStamp:2025-03-28 08:09:03:963
ID:9867 SKID:K1125+643.5  timeStamp:2025-03-28 08:09:04:145
ID:9867 SKID:K1125+644.5  timeStamp:2025-03-28 08:09:04:327
ID:9867 SKID:K1125+646  timeStamp:2025-03-28 08:09:04:511
ID:9867 SKID:K1125+647  timeStamp:2025-03-28 08:09:04:695
ID:9867 SKID:K1125+648  timeStamp:2025-03-28 08:09:04:891
ID:9867 SKID:K1125+649  timeStamp:2025-03-28 08:09:05:73
ID:9867 SKID:K1125+650.5  timeStamp:2025-03-28 08:09:05:249
ID:9867 SKID:K1125+651.5  timeStamp:2025-03-28 08:09:05:430
ID:9867 SKID:K1125+652.5  timeStamp:2025-03-28 08:09:05:618
ID:9867 SKID:K1125+654  timeStamp:2025-03-28 08:09:05:802
ID:9867 SKID:K1125+656  timeStamp:2025-03-28 08:09:06:163
ID:9867 SKID:K1125+655  timeStamp:2025-03-28 08:09:05:989
ID:9867 SKID:K1125+657  timeStamp:2025-03-28 08:09:06:331
ID:9867 SKID:K1125+658  timeStamp:2025-03-28 08:09:06:499
ID:9867 SKID:K1125+659.5  timeStamp:2025-03-28 08:09:06:672
ID:9867 SKID:K1125+660.5  timeStamp:2025-03-28 08:09:06:850
ID:9867 SKID:K1125+661.5  timeStamp:2025-03-28 08:09:07:31
ID:9867 SKID:K1125+662.5  timeStamp:2025-03-28 08:09:07:205
ID:9867 SKID:K1125+664  timeStamp:2025-03-28 08:09:07:679
ID:9867 SKID:K1125+665  timeStamp:2025-03-28 08:09:07:916
ID:9867 SKID:K1125+666  timeStamp:2025-03-28 08:09:08:86
ID:9867 SKID:K1125+667.5  timeStamp:2025-03-28 08:09:08:254
ID:9867 SKID:K1125+668.5  timeStamp:2025-03-28 08:09:08:421
ID:9867 SKID:K1125+669.5  timeStamp:2025-03-28 08:09:08:591
ID:9867 SKID:K1125+670.5  timeStamp:2025-03-28 08:09:08:764
ID:9867 SKID:K1125+672  timeStamp:2025-03-28 08:09:08:938
ID:9867 SKID:K1125+673  timeStamp:2025-03-28 08:09:09:107
ID:9867 SKID:K1125+674  timeStamp:2025-03-28 08:09:09:294
ID:9867 SKID:K1125+675.5  timeStamp:2025-03-28 08:09:09:468
ID:9867 SKID:K1125+676.5  timeStamp:2025-03-28 08:09:09:637
ID:9867 SKID:K1125+677.5  timeStamp:2025-03-28 08:09:09:814
ID:9867 SKID:K1125+678.5  timeStamp:2025-03-28 08:09:09:986
ID:9867 SKID:K1125+680  timeStamp:2025-03-28 08:09:10:155
ID:9867 SKID:K1125+681  timeStamp:2025-03-28 08:09:10:324
ID:9867 SKID:K1125+682  timeStamp:2025-03-28 08:09:10:502
ID:9867 SKID:K1125+683.5  timeStamp:2025-03-28 08:09:10:675
ID:9867 SKID:K1125+684.5  timeStamp:2025-03-28 08:09:10:852
ID:9867 SKID:K1125+685.5  timeStamp:2025-03-28 08:09:11:34
ID:9867 SKID:K1125+686.5  timeStamp:2025-03-28 08:09:11:206
ID:9867 SKID:K1125+688  timeStamp:2025-03-28 08:09:11:374
ID:9867 SKID:K1125+689  timeStamp:2025-03-28 08:09:11:545
ID:9867 SKID:K1125+690  timeStamp:2025-03-28 08:09:11:712
ID:9867 SKID:K1125+691  timeStamp:2025-03-28 08:09:11:883
ID:9867 SKID:K1125+692.5  timeStamp:2025-03-28 08:09:12:51
ID:9867 SKID:K1125+693.5  timeStamp:2025-03-28 08:09:12:222
ID:9867 SKID:K1125+694.5  timeStamp:2025-03-28 08:09:12:392
ID:9867 SKID:K1125+695.5  timeStamp:2025-03-28 08:09:12:561
ID:9867 SKID:K1125+697.5  timeStamp:2025-03-28 08:09:12:728
ID:9867 SKID:K1125+699.5  timeStamp:2025-03-28 08:09:12:894
ID:9867 SKID:K1125+701.5  timeStamp:2025-03-28 08:09:13:61
ID:9867 SKID:K1125+703  timeStamp:2025-03-28 08:09:13:226
ID:9867 SKID:K1125+705  timeStamp:2025-03-28 08:09:13:398
ID:9867 SKID:K1125+706.5  timeStamp:2025-03-28 08:09:13:561
ID:9867 SKID:K1125+708.5  timeStamp:2025-03-28 08:09:13:721
ID:9867 SKID:K1125+710.5  timeStamp:2025-03-28 08:09:13:886
ID:9867 SKID:K1125+712.5  timeStamp:2025-03-28 08:09:14:51
ID:9867 SKID:K1125+714.5  timeStamp:2025-03-28 08:09:14:218
ID:9867 SKID:K1125+716  timeStamp:2025-03-28 08:09:14:378
ID:9867 SKID:K1125+718  timeStamp:2025-03-28 08:09:14:537
ID:9867 SKID:K1125+719.5  timeStamp:2025-03-28 08:09:14:693
ID:9867 SKID:K1125+721.5  timeStamp:2025-03-28 08:09:14:857
ID:9867 SKID:K1125+723.5  timeStamp:2025-03-28 08:09:15:16
ID:9867 SKID:K1125+725.5  timeStamp:2025-03-28 08:09:15:459
ID:9867 SKID:K1125+727.5  timeStamp:2025-03-28 08:09:15:691
ID:9867 SKID:K1125+729  timeStamp:2025-03-28 08:09:15:864
ID:9867 SKID:K1125+731  timeStamp:2025-03-28 08:09:16:31
ID:9867 SKID:K1125+732.5  timeStamp:2025-03-28 08:09:16:195
ID:9867 SKID:K1125+734.5  timeStamp:2025-03-28 08:09:16:358
ID:9867 SKID:K1125+736.5  timeStamp:2025-03-28 08:09:16:519
ID:9867 SKID:K1125+738.5  timeStamp:2025-03-28 08:09:16:689
ID:9867 SKID:K1125+740.5  timeStamp:2025-03-28 08:09:16:871
ID:9867 SKID:K1125+742  timeStamp:2025-03-28 08:09:17:34
ID:9867 SKID:K1125+744  timeStamp:2025-03-28 08:09:17:192
ID:9867 SKID:K1125+745.5  timeStamp:2025-03-28 08:09:17:351
ID:9867 SKID:K1125+747.5  timeStamp:2025-03-28 08:09:17:509
ID:9867 SKID:K1125+749.5  timeStamp:2025-03-28 08:09:17:668
ID:9867 SKID:K1125+751.5  timeStamp:2025-03-28 08:09:17:842
ID:9867 SKID:K1125+753  timeStamp:2025-03-28 08:09:18:08
ID:9867 SKID:K1125+755  timeStamp:2025-03-28 08:09:18:169
ID:9867 SKID:K1125+757  timeStamp:2025-03-28 08:09:18:335
ID:9867 SKID:K1125+758.5  timeStamp:2025-03-28 08:09:18:491
ID:9867 SKID:K1125+760.5  timeStamp:2025-03-28 08:09:18:653
ID:9867 SKID:K1125+762.5  timeStamp:2025-03-28 08:09:18:819
ID:9867 SKID:K1125+764.5  timeStamp:2025-03-28 08:09:18:991
ID:9867 SKID:K1125+766  timeStamp:2025-03-28 08:09:19:151
ID:9867 SKID:K1125+768  timeStamp:2025-03-28 08:09:19:323
ID:9867 SKID:K1125+769.5  timeStamp:2025-03-28 08:09:19:484
ID:9867 SKID:K1125+771.5  timeStamp:2025-03-28 08:09:19:646
ID:9867 SKID:K1125+773.5  timeStamp:2025-03-28 08:09:19:805
ID:9867 SKID:K1125+775  timeStamp:2025-03-28 08:09:19:970
ID:9867 SKID:K1125+777  timeStamp:2025-03-28 08:09:20:130
ID:9867 SKID:K1125+779  timeStamp:2025-03-28 08:09:20:290
ID:9867 SKID:K1125+780.5  timeStamp:2025-03-28 08:09:20:449
ID:9867 SKID:K1125+782.5  timeStamp:2025-03-28 08:09:20:602
ID:9867 SKID:K1125+784.5  timeStamp:2025-03-28 08:09:20:751
ID:9867 SKID:K1125+786.5  timeStamp:2025-03-28 08:09:20:905
ID:9867 SKID:K1125+788.5  timeStamp:2025-03-28 08:09:21:61
ID:9867 SKID:K1125+790  timeStamp:2025-03-28 08:09:21:216
ID:9867 SKID:K1125+792  timeStamp:2025-03-28 08:09:21:367
ID:9867 SKID:K1125+794  timeStamp:2025-03-28 08:09:21:519
ID:9867 SKID:K1125+795.5  timeStamp:2025-03-28 08:09:21:670
ID:9867 SKID:K1125+797.5  timeStamp:2025-03-28 08:09:21:816
ID:9867 SKID:K1125+799.5  timeStamp:2025-03-28 08:09:21:972
ID:9867 SKID:K1125+801.5  timeStamp:2025-03-28 08:09:22:120
ID:9867 SKID:K1125+803  timeStamp:2025-03-28 08:09:22:273
ID:9867 SKID:K1125+805  timeStamp:2025-03-28 08:09:22:434
ID:9867 SKID:K1125+806.5  timeStamp:2025-03-28 08:09:22:588
ID:9867 SKID:K1125+808.5  timeStamp:2025-03-28 08:09:22:990
ID:9867 SKID:K1125+810.5  timeStamp:2025-03-28 08:09:23:238
ID:9867 SKID:K1125+812.5  timeStamp:2025-03-28 08:09:23:398
ID:9867 SKID:K1125+814.5  timeStamp:2025-03-28 08:09:23:556
ID:9867 SKID:K1125+816  timeStamp:2025-03-28 08:09:23:716
ID:9867 SKID:K1125+818  timeStamp:2025-03-28 08:09:23:875
ID:9867 SKID:K1125+819.5  timeStamp:2025-03-28 08:09:24:39
ID:9867 SKID:K1125+822  timeStamp:2025-03-28 08:09:24:197
ID:9867 SKID:K1125+823.5  timeStamp:2025-03-28 08:09:24:352
ID:9867 SKID:K1125+825.5  timeStamp:2025-03-28 08:09:24:509
ID:9867 SKID:K1125+827  timeStamp:2025-03-28 08:09:24:677
ID:9867 SKID:K1125+829  timeStamp:2025-03-28 08:09:24:832
ID:9867 SKID:K1125+831  timeStamp:2025-03-28 08:09:24:995
ID:9867 SKID:K1125+832.5  timeStamp:2025-03-28 08:09:25:150
ID:9867 SKID:K1125+834.5  timeStamp:2025-03-28 08:09:25:307
ID:9867 SKID:K1125+836.5  timeStamp:2025-03-28 08:09:25:468
ID:9867 SKID:K1125+838  timeStamp:2025-03-28 08:09:25:626
ID:9867 SKID:K1125+840  timeStamp:2025-03-28 08:09:25:779
ID:9867 SKID:K1125+842  timeStamp:2025-03-28 08:09:25:935
ID:9867 SKID:K1125+844  timeStamp:2025-03-28 08:09:26:93
ID:9867 SKID:K1125+846  timeStamp:2025-03-28 08:09:26:252
ID:9867 SKID:K1125+847.5  timeStamp:2025-03-28 08:09:26:407
ID:9867 SKID:K1125+849.5  timeStamp:2025-03-28 08:09:26:570
ID:9867 SKID:K1125+851  timeStamp:2025-03-28 08:09:26:735
ID:9867 SKID:K1125+853  timeStamp:2025-03-28 08:09:26:900
ID:9867 SKID:K1125+855  timeStamp:2025-03-28 08:09:27:60
ID:9867 SKID:K1125+857  timeStamp:2025-03-28 08:09:27:239
ID:9867 SKID:K1125+858.5  timeStamp:2025-03-28 08:09:27:416
ID:9867 SKID:K1125+860.5  timeStamp:2025-03-28 08:09:27:599
ID:9867 SKID:K1125+862.5  timeStamp:2025-03-28 08:09:27:783
ID:9867 SKID:K1125+864  timeStamp:2025-03-28 08:09:27:961
ID:9867 SKID:K1125+866.5  timeStamp:2025-03-28 08:09:28:145
ID:9867 SKID:K1125+868  timeStamp:2025-03-28 08:09:28:353
ID:9867 SKID:K1125+870  timeStamp:2025-03-28 08:09:28:556
ID:9867 SKID:K1125+872  timeStamp:2025-03-28 08:09:28:739
ID:9867 SKID:K1125+873.5  timeStamp:2025-03-28 08:09:28:918
ID:9867 SKID:K1125+875.5  timeStamp:2025-03-28 08:09:29:96
ID:9867 SKID:K1125+877.5  timeStamp:2025-03-28 08:09:29:270
ID:9867 SKID:K1125+879  timeStamp:2025-03-28 08:09:29:444
ID:9867 SKID:K1125+881  timeStamp:2025-03-28 08:09:29:617
ID:9867 SKID:K1125+883  timeStamp:2025-03-28 08:09:29:792
ID:9867 SKID:K1125+884.5  timeStamp:2025-03-28 08:09:29:974
ID:9867 SKID:K1125+886.5  timeStamp:2025-03-28 08:09:30:176
ID:9867 SKID:K1125+888.5  timeStamp:2025-03-28 08:09:30:354
ID:9867 SKID:K1125+890  timeStamp:2025-03-28 08:09:30:788
ID:9867 SKID:K1125+892  timeStamp:2025-03-28 08:09:31:39
ID:9867 SKID:K1125+894  timeStamp:2025-03-28 08:09:31:218
ID:9867 SKID:K1125+895.5  timeStamp:2025-03-28 08:09:31:402
